id,author,author_type,location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,district,street,underground,residential_complex,price
788,Вера Саприна,realtor,Санкт-Петербург,sale,flat,3,14,1,41.9,Пушкинский,проспект Старорусский,Звездная,Алексеевский квартал,6.475
789,Донстрой,developer,Москва,sale,flat,2,14,3,133.7,Раменки, Сергея Бондарчука,Мичуринский проспект,Река,76.3427
790,Forma,developer,Москва,sale,flat,7,25,3,105.7,Печатники,Южнопортовая ,Печатники,Portland,54.17738
791,Илья Белоусов,realtor,Санкт-Петербург,sale,flat,9,18,-1,35.58,Фрунзенский, Салова,Бухарестская,Комплекс апартаментов Valo City,9.318402
792,Unique,real_estate_agent,Москва,sale,flat,2,6,4,249.0,Хамовники,переулок Коробейников,Парк Культуры,Кристалл Хаус,350.0
793,Комьюнити,real_estate_agent,Москва,sale,flat,2,3,1,59.4,Преображенское,Электрозаводская ,Преображенская площадь,Апартаменты Берег Яузы,17.226
794,NF GROUP  St Petersburg,real_estate_agent,Санкт-Петербург,sale,flat,1,6,4,119.6,Петроградский,Спортивная ,Крестовский остров,Крестовский de luxe,82.99
795,NF Group - ex-Knight Frank,real_estate_agent,Москва,sale,flat,18,18,-1,345.0,Раменки,Мичуринский проспект,Раменки,,99.0
796,LEGENDA Development,developer,Санкт-Петербург,sale,flat,2,9,2,78.56,Василеостровский,20-я Васильевского острова линия,Василеостровская,"Большой, 67",32.233168
797,Людмила Галандина,realtor,Москва,sale,flat,27,62,3,117.0,Пресненский,Краснопресненская набережная,Выставочная,Capital Towers,129.0
798,Verges of estate,real_estate_agent,Москва,sale,flat,14,22,4,205.0,Раменки,Минская ,Ломоносовский проспект,Золотые Ключи 2,90.0
799,Whitewill Москва-Сити,real_estate_agent,Москва,sale,flat,44,67,-1,52.0,Пресненский,1-й Красногвардейский проезд,Международная,NEVA TOWERS,42.3
800,Verges of estate,real_estate_agent,Москва,sale,flat,4,7,4,176.0,Раменки,Минская ,Минская,Снегири Эко,175.0
801,Гранит Инвест,real_estate_agent,Санкт-Петербург,sale,flat,9,11,2,45.4,Приморский,Фермское шоссе,Удельная,,15.209
802,ID 290421,homeowner,Москва,sale,flat,20,30,4,104.7,Богородское,Погонный проезд,Белокаменная,,36.0
803,BARNES International Realty,real_estate_agent,Москва,sale,flat,5,20,3,116.7,Пресненский,2-я Звенигородская ,Улица 1905 года,Lucky,120.0
804,Красная Стрела,developer,Санкт-Петербург,sale,flat,4,9,2,64.6,Василеостровский,7-я Васильевского острова линия,Василеостровская,Регенбоген,20.546283
805,Аврора Проперти,real_estate_agent,Москва,sale,flat,40,53,4,165.0,Раменки,Мосфильмовская ,Парк Победы,Дом на Мосфильмовской,126.927639
806,Анастасия Иванова,realtor,Москва,sale,flat,3,10,4,106.0,Раменки, Янковского,Аминьевская,,68.5
807,Whitewill,real_estate_agent,Москва,sale,flat,6,6,5,640.0,Пресненский,Большая Никитская ,Баррикадная,Большая Никитская 45,1200.0
808,Сенатор,developer,Санкт-Петербург,sale,flat,5,12,-1,22.5,Курортный,Приморское шоссе,,МФК Морская ривьера,8.67888
809,TimeProperty,real_estate_agent,Москва,sale,flat,6,12,4,137.0,Раменки,проспект Генерала Дорохова,Минская,Собрание клубных домов West Garden,93.0
810,ДОНСТРОЙ,developer,Москва,sale,flat,9,25,2,55.1,Лефортово,Независимость кв-л,Авиамоторная,Символ ЖК,22.71222
811,КомСервис,real_estate_agent,Москва,sale,flat,4,9,2,87.9,Хамовники,2-й Неопалимовский переулок,Парк Культуры,Клубный особняк High Garden,158.22
812,ЛСР,developer,Москва,sale,flat,3,16,4,101.8,Даниловский, Архитектора Щусева,ЗИЛ,ЗИЛАРТ,47.92011
813,ID 610625,realtor,Москва,sale,flat,15,23,3,120.0,Ломоносовский,Ленинский проспект,Университет,Ломоносовский,59.0
814,Группа Аквилон,developer,Санкт-Петербург,sale,flat,3,13,1,27.1,Приморский,Планерная ,Комендантский проспект,FoRest Аквилон,6.352219
815,RBI,developer,Санкт-Петербург,sale,flat,10,16,1,34.5,Выборгский,Шувалово-Озерки,Проспект Просвещения,Струны,9.914544
816,BEYOND. ex-Engel  Volkers,real_estate_agent,Санкт-Петербург,sale,flat,2,9,3,126.7,Петроградский,Петровский проспект,,Neva Haus,36.9
817,BEYOND. ex-Engel  Volkers,real_estate_agent,Санкт-Петербург,sale,flat,4,8,4,204.0,Петроградский,Петровский проспект,,Neva Haus,83.95
818,NF Group - ex-Knight Frank,real_estate_agent,Москва,sale,flat,4,10,2,106.2,Хамовники, Пречистенка,Парк Культуры,,70.0
819,Whitewill,real_estate_agent,Москва,sale,flat,5,6,3,90.0,Пресненский,Малая Бронная ,Тверская,,60.0
820,Euroinvest Development,developer,Санкт-Петербург,sale,flat,2,11,1,26.61,Московский, Решетникова,Электросила,iD Park Pobedy,9.71265
821,YHome,real_estate_agent,Москва,sale,flat,9,21,3,108.0,Пресненский,2-я Звенигородская ,Улица 1905 года,Lucky,99.7
822,Gethome,real_estate_agent,Москва,sale,flat,8,9,5,191.0,Раменки,Мосфильмовская ,Ломоносовский проспект,Вишневый сад,295.554
823,MR Group,developer,Москва,sale,flat,43,48,2,70.0,Покровское-Стрешнево,Северо-Западный ао,Спартак,Мультиквартал CITYZEN,24.95962
824,РКС Девелопмент,developer,Москва,sale,flat,2,16,2,55.54,Даниловский,Автозаводская ,Тульская,Дом на набережной INSIDER,21.793896
825,РГ-Девелопмент,developer,Москва,sale,flat,19,30,3,74.9,Чертаново Южное,,Аннино,Варшавские Ворота ЖК,21.83335
826,OXE CAPITAL - Элитная Недвижимость,real_estate_agent,Москва,sale,flat,3,4,3,104.0,Пресненский,Большой Козихинский переулок,Пушкинская,,125.0
827,Марина Соловьева,realtor,Санкт-Петербург,sale,flat,1,5,2,55.4,Приморский,Торжковская ,Черная речка,,10.99
828,BEYOND. ex-Engel  Volkers,real_estate_agent,Санкт-Петербург,sale,flat,2,7,-1,271.0,Петроградский,Морской проспект,Крестовский остров,,129.0
829,MR Group,developer,Москва,sale,flat,2,57,1,38.27,Филевский парк,,Фили,Фили Сити ЖК,21.961498
830,ID 111759195,developer,Москва,sale,flat,3,30,2,38.2,Рязанский,Рязанский проспект,,balance,11.865684
831,Юлия Асланова,realtor,Санкт-Петербург,sale,flat,2,4,1,32.0,Петроградский, Чапаева,Горьковская,,7.6
832,Kalinka Group,real_estate_agent,Москва,sale,flat,5,6,5,225.0,Пресненский,Большой Козихинский переулок,Пушкинская,Дом Бакст на Патриарших,620.0
833,Терминал-Ресурс,developer,Санкт-Петербург,sale,flat,3,4,1,36.5,Пушкинский, Образцовая,Купчино,Образцовый квартал 13,6.467106
834,ID 103153690,unknown,Москва,sale,flat,1,7,3,97.3,Филевский парк,Большая Филевская ,Багратионовская,,26.9
835,ID 22653,real_estate_agent,Москва,sale,flat,1,5,-1,180.0,Митино,Пенягинская ,Пенягино,,39.0
836,ЭЛИТА-ЭКО,developer,Москва,sale,flat,2,14,3,79.88,Дорогомилово,1-й Можайский тупик,Киевская,D'ORO MILLE,61.42772
837,BEYOND. ex-Engel  Volkers,real_estate_agent,Санкт-Петербург,sale,flat,23,23,-1,611.0,Выборгский,Большой Сампсониевский проспект,Площадь Ленина,,350.0
838,Интеском,developer,Санкт-Петербург,sale,flat,3,5,2,66.2,Выборгский, Береговая,Проспект Просвещения,Loft у Озера,15.557
